data_dir,C,DB_H,DB_V,SB,N
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,35.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,33.0,1.0,5.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,0.0,37.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,32.0,1.0,4.0,40.0
2025-06-23--20h-47m-20s,5.0,34.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,5.0,34.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,33.0,0.0,6.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,0.0,35.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,35.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,5.0,32.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,0.0,36.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,32.0,0.0,7.0,40.0
2025-06-23--20h-47m-20s,0.0,39.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,5.0,29.0,0.0,6.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,1.0,0.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,35.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,37.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,3.0,31.0,0.0,6.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,31.0,0.0,6.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,8.0,32.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,5.0,30.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,31.0,1.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,34.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,0.0,37.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,32.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,1.0,35.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,35.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,39.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,35.0,2.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,5.0,32.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,33.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,35.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,31.0,1.0,5.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,35.0,1.0,0.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,36.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,5.0,30.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,6.0,30.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,1.0,0.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,8.0,29.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,0.0,39.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,36.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,31.0,1.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,38.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,32.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,0.0,37.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,31.0,1.0,4.0,40.0
2025-06-23--20h-47m-20s,3.0,32.0,1.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,31.0,0.0,6.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,5.0,32.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,35.0,1.0,0.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,7.0,31.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,33.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,6.0,32.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,32.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,7.0,31.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,3.0,37.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,6.0,32.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,38.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,3.0,36.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,32.0,0.0,7.0,40.0
2025-06-23--20h-47m-20s,4.0,31.0,2.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,3.0,32.0,1.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,0.0,37.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,31.0,0.0,6.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,31.0,0.0,7.0,40.0
2025-06-23--20h-47m-20s,6.0,33.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,5.0,34.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,5.0,31.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,0.0,36.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,33.0,3.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,30.0,0.0,7.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,31.0,1.0,5.0,40.0
2025-06-23--20h-47m-20s,4.0,35.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,37.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,0.0,37.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,1.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,34.0,1.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,5.0,31.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,0.0,38.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,0.0,36.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,35.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,34.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,32.0,1.0,6.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,0.0,37.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,32.0,1.0,6.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,1.0,0.0,40.0
2025-06-23--20h-47m-20s,7.0,31.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,5.0,32.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,35.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,0.0,36.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,1.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,1.0,0.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,0.0,36.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,38.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,5.0,33.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,35.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,36.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,7.0,30.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,37.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,32.0,0.0,5.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,34.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,3.0,36.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,34.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,2.0,36.0,0.0,2.0,40.0
2025-06-23--20h-47m-20s,3.0,33.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,1.0,38.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,3.0,36.0,0.0,1.0,40.0
2025-06-23--20h-47m-20s,4.0,36.0,0.0,0.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
2025-06-23--20h-47m-20s,4.0,33.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,1.0,36.0,0.0,3.0,40.0
2025-06-23--20h-47m-20s,2.0,35.0,1.0,2.0,40.0
2025-06-23--20h-47m-20s,4.0,32.0,0.0,4.0,40.0
